date,location,new_cases
2021-07-28,Steglitz-Zehlendorf,13
2021-07-29,Steglitz-Zehlendorf,10
2021-07-30,Steglitz-Zehlendorf,21
2021-07-31,Steglitz-Zehlendorf,5
2021-08-01,Steglitz-Zehlendorf,0
2021-08-02,Steglitz-Zehlendorf,15
2021-08-03,Steglitz-Zehlendorf,28
2021-08-04,Steglitz-Zehlendorf,19
2021-08-05,Steglitz-Zehlendorf,12
2021-08-06,Steglitz-Zehlendorf,26
2021-08-07,Steglitz-Zehlendorf,8
2021-08-08,Steglitz-Zehlendorf,0
2021-08-09,Steglitz-Zehlendorf,22
2021-08-10,Steglitz-Zehlendorf,21
2021-08-11,Steglitz-Zehlendorf,9
2021-08-12,Steglitz-Zehlendorf,33
2021-08-13,Steglitz-Zehlendorf,40
2021-08-14,Steglitz-Zehlendorf,8
2021-08-15,Steglitz-Zehlendorf,2
2021-08-16,Steglitz-Zehlendorf,27
2021-08-17,Steglitz-Zehlendorf,31
2021-08-18,Steglitz-Zehlendorf,38
2021-08-19,Steglitz-Zehlendorf,18
2021-08-20,Steglitz-Zehlendorf,28
2021-08-21,Steglitz-Zehlendorf,8
2021-08-22,Steglitz-Zehlendorf,1
2021-08-23,Steglitz-Zehlendorf,42
2021-08-24,Steglitz-Zehlendorf,49
2021-08-25,Steglitz-Zehlendorf,52
2021-08-26,Steglitz-Zehlendorf,31
2021-08-27,Steglitz-Zehlendorf,25
2021-08-28,Steglitz-Zehlendorf,10
2021-08-29,Steglitz-Zehlendorf,4
2021-08-30,Steglitz-Zehlendorf,22
2021-08-31,Steglitz-Zehlendorf,41
2021-09-01,Steglitz-Zehlendorf,53
2021-09-02,Steglitz-Zehlendorf,20
2021-09-03,Steglitz-Zehlendorf,27
2021-09-04,Steglitz-Zehlendorf,16
2021-09-05,Steglitz-Zehlendorf,0
2021-09-06,Steglitz-Zehlendorf,31
2021-09-07,Steglitz-Zehlendorf,33
2021-09-08,Steglitz-Zehlendorf,29
2021-09-09,Steglitz-Zehlendorf,22
2021-09-10,Steglitz-Zehlendorf,31
2021-09-11,Steglitz-Zehlendorf,20
2021-09-12,Steglitz-Zehlendorf,2
2021-09-13,Steglitz-Zehlendorf,25
2021-09-14,Steglitz-Zehlendorf,40
2021-09-15,Steglitz-Zehlendorf,32
2021-09-16,Steglitz-Zehlendorf,24
2021-09-17,Steglitz-Zehlendorf,28
2021-09-18,Steglitz-Zehlendorf,1
2021-09-19,Steglitz-Zehlendorf,0
2021-09-20,Steglitz-Zehlendorf,22
2021-09-21,Steglitz-Zehlendorf,30
2021-09-22,Steglitz-Zehlendorf,29
2021-09-23,Steglitz-Zehlendorf,25
2021-09-24,Steglitz-Zehlendorf,18
2021-09-25,Steglitz-Zehlendorf,0
2021-09-26,Steglitz-Zehlendorf,0
2021-09-27,Steglitz-Zehlendorf,40
2021-09-28,Steglitz-Zehlendorf,36
2021-09-29,Steglitz-Zehlendorf,34
2021-09-30,Steglitz-Zehlendorf,21
2021-10-01,Steglitz-Zehlendorf,25
2021-10-02,Steglitz-Zehlendorf,5
2021-10-03,Steglitz-Zehlendorf,1
2021-10-04,Steglitz-Zehlendorf,46
2021-10-05,Steglitz-Zehlendorf,40
2021-10-06,Steglitz-Zehlendorf,19
2021-10-07,Steglitz-Zehlendorf,34
2021-10-08,Steglitz-Zehlendorf,39
2021-10-09,Steglitz-Zehlendorf,2
2021-10-10,Steglitz-Zehlendorf,2
2021-10-11,Steglitz-Zehlendorf,39
2021-10-12,Steglitz-Zehlendorf,56
2021-10-13,Steglitz-Zehlendorf,32
2021-10-14,Steglitz-Zehlendorf,34
2021-10-15,Steglitz-Zehlendorf,30
2021-10-16,Steglitz-Zehlendorf,1
2021-10-17,Steglitz-Zehlendorf,1
2021-10-18,Steglitz-Zehlendorf,82
2021-10-19,Steglitz-Zehlendorf,53
2021-10-20,Steglitz-Zehlendorf,40
2021-10-21,Steglitz-Zehlendorf,62
2021-10-22,Steglitz-Zehlendorf,50
2021-10-23,Steglitz-Zehlendorf,10
2021-10-24,Steglitz-Zehlendorf,0
2021-10-25,Steglitz-Zehlendorf,60
2021-10-26,Steglitz-Zehlendorf,88
2021-10-27,Steglitz-Zehlendorf,78
2021-10-28,Steglitz-Zehlendorf,60
2021-10-29,Steglitz-Zehlendorf,58
2021-10-30,Steglitz-Zehlendorf,1
2021-10-31,Steglitz-Zehlendorf,1
2021-11-01,Steglitz-Zehlendorf,95
2021-11-02,Steglitz-Zehlendorf,139
2021-11-03,Steglitz-Zehlendorf,103
2021-11-04,Steglitz-Zehlendorf,99
2021-11-05,Steglitz-Zehlendorf,98
2021-11-06,Steglitz-Zehlendorf,32
2021-11-07,Steglitz-Zehlendorf,5
2021-11-08,Steglitz-Zehlendorf,96
2021-11-09,Steglitz-Zehlendorf,214
2021-11-10,Steglitz-Zehlendorf,169
2021-11-11,Steglitz-Zehlendorf,171
2021-11-12,Steglitz-Zehlendorf,163
2021-11-13,Steglitz-Zehlendorf,91
2021-11-14,Steglitz-Zehlendorf,38
2021-11-15,Steglitz-Zehlendorf,260
2021-11-16,Steglitz-Zehlendorf,234
2021-11-17,Steglitz-Zehlendorf,196
2021-11-18,Steglitz-Zehlendorf,224
2021-11-19,Steglitz-Zehlendorf,143
2021-11-20,Steglitz-Zehlendorf,90
2021-11-21,Steglitz-Zehlendorf,104
2021-11-22,Steglitz-Zehlendorf,109
2021-11-23,Steglitz-Zehlendorf,273
2021-11-24,Steglitz-Zehlendorf,189
2021-11-25,Steglitz-Zehlendorf,181
2021-11-26,Steglitz-Zehlendorf,173
2021-11-27,Steglitz-Zehlendorf,99
2021-11-28,Steglitz-Zehlendorf,33
2021-11-29,Steglitz-Zehlendorf,138
2021-11-30,Steglitz-Zehlendorf,167
2021-12-01,Steglitz-Zehlendorf,121
2021-12-02,Steglitz-Zehlendorf,164
2021-12-03,Steglitz-Zehlendorf,172
2021-12-04,Steglitz-Zehlendorf,64
2021-12-05,Steglitz-Zehlendorf,43
2021-12-06,Steglitz-Zehlendorf,113
2021-12-07,Steglitz-Zehlendorf,138
2021-12-08,Steglitz-Zehlendorf,122
2021-12-09,Steglitz-Zehlendorf,96
2021-12-10,Steglitz-Zehlendorf,88
2021-12-11,Steglitz-Zehlendorf,70
2021-12-12,Steglitz-Zehlendorf,66
2021-12-13,Steglitz-Zehlendorf,103
2021-12-14,Steglitz-Zehlendorf,121
2021-12-15,Steglitz-Zehlendorf,124
2021-12-16,Steglitz-Zehlendorf,113
2021-12-17,Steglitz-Zehlendorf,117
2021-12-18,Steglitz-Zehlendorf,68
2021-12-19,Steglitz-Zehlendorf,38
2021-12-20,Steglitz-Zehlendorf,113
2021-12-21,Steglitz-Zehlendorf,121
2021-12-22,Steglitz-Zehlendorf,147
2021-12-23,Steglitz-Zehlendorf,132
2021-12-24,Steglitz-Zehlendorf,97
2021-12-25,Steglitz-Zehlendorf,68
2021-12-26,Steglitz-Zehlendorf,36
2021-12-27,Steglitz-Zehlendorf,138
2021-12-28,Steglitz-Zehlendorf,179
2021-12-29,Steglitz-Zehlendorf,212
2021-12-30,Steglitz-Zehlendorf,252
2021-12-31,Steglitz-Zehlendorf,166
2022-01-01,Steglitz-Zehlendorf,99
2022-01-02,Steglitz-Zehlendorf,94
2022-01-03,Steglitz-Zehlendorf,272
2022-01-04,Steglitz-Zehlendorf,456
2022-01-05,Steglitz-Zehlendorf,457
2022-01-06,Steglitz-Zehlendorf,450
2022-01-07,Steglitz-Zehlendorf,458
2022-01-08,Steglitz-Zehlendorf,190
2022-01-09,Steglitz-Zehlendorf,132
2022-01-10,Steglitz-Zehlendorf,374
2022-01-11,Steglitz-Zehlendorf,514
2022-01-12,Steglitz-Zehlendorf,468
2022-01-13,Steglitz-Zehlendorf,617
2022-01-14,Steglitz-Zehlendorf,619
2022-01-15,Steglitz-Zehlendorf,344
2022-01-16,Steglitz-Zehlendorf,227
2022-01-17,Steglitz-Zehlendorf,640
2022-01-18,Steglitz-Zehlendorf,844
2022-01-19,Steglitz-Zehlendorf,759
2022-01-20,Steglitz-Zehlendorf,584
2022-01-21,Steglitz-Zehlendorf,626
2022-01-22,Steglitz-Zehlendorf,478
2022-01-23,Steglitz-Zehlendorf,208
2022-01-24,Steglitz-Zehlendorf,649
2022-01-25,Steglitz-Zehlendorf,809
2022-01-26,Steglitz-Zehlendorf,630
2022-01-27,Steglitz-Zehlendorf,605
2022-01-28,Steglitz-Zehlendorf,776
2022-01-29,Steglitz-Zehlendorf,495
2022-01-30,Steglitz-Zehlendorf,427
2022-01-31,Steglitz-Zehlendorf,467
2022-02-01,Steglitz-Zehlendorf,440
2022-02-02,Steglitz-Zehlendorf,369
2022-02-03,Steglitz-Zehlendorf,294
2022-02-04,Steglitz-Zehlendorf,574
2022-02-05,Steglitz-Zehlendorf,346
2022-02-06,Steglitz-Zehlendorf,27
2022-02-07,Steglitz-Zehlendorf,836
2022-02-08,Steglitz-Zehlendorf,945
2022-02-09,Steglitz-Zehlendorf,778
2022-02-10,Steglitz-Zehlendorf,816
2022-02-11,Steglitz-Zehlendorf,785
2022-02-12,Steglitz-Zehlendorf,140
2022-02-13,Steglitz-Zehlendorf,90
2022-02-14,Steglitz-Zehlendorf,595
2022-02-15,Steglitz-Zehlendorf,920
2022-02-16,Steglitz-Zehlendorf,891
2022-02-17,Steglitz-Zehlendorf,691
2022-02-18,Steglitz-Zehlendorf,681
2022-02-19,Steglitz-Zehlendorf,97
2022-02-20,Steglitz-Zehlendorf,44
2022-02-21,Steglitz-Zehlendorf,445
2022-02-22,Steglitz-Zehlendorf,458
2022-02-23,Steglitz-Zehlendorf,549
2022-02-24,Steglitz-Zehlendorf,472
2022-02-25,Steglitz-Zehlendorf,467
2022-02-26,Steglitz-Zehlendorf,32
2022-02-27,Steglitz-Zehlendorf,55
2022-02-28,Steglitz-Zehlendorf,578
2022-03-01,Steglitz-Zehlendorf,524
2022-03-02,Steglitz-Zehlendorf,369
2022-03-03,Steglitz-Zehlendorf,435
2022-03-04,Steglitz-Zehlendorf,500
2022-03-05,Steglitz-Zehlendorf,80
2022-03-06,Steglitz-Zehlendorf,27
2022-03-07,Steglitz-Zehlendorf,516
2022-03-08,Steglitz-Zehlendorf,44
2022-03-09,Steglitz-Zehlendorf,815
2022-03-10,Steglitz-Zehlendorf,448
2022-03-11,Steglitz-Zehlendorf,542
2022-03-12,Steglitz-Zehlendorf,135
2022-03-13,Steglitz-Zehlendorf,72
2022-03-14,Steglitz-Zehlendorf,830
2022-03-15,Steglitz-Zehlendorf,711
2022-03-16,Steglitz-Zehlendorf,547
2022-03-17,Steglitz-Zehlendorf,502
2022-03-18,Steglitz-Zehlendorf,433
2022-03-19,Steglitz-Zehlendorf,17
2022-03-20,Steglitz-Zehlendorf,24
2022-03-21,Steglitz-Zehlendorf,651
2022-03-22,Steglitz-Zehlendorf,765
2022-03-23,Steglitz-Zehlendorf,552
2022-03-24,Steglitz-Zehlendorf,758
2022-03-25,Steglitz-Zehlendorf,620
2022-03-26,Steglitz-Zehlendorf,58
2022-03-27,Steglitz-Zehlendorf,7
2022-03-28,Steglitz-Zehlendorf,523
2022-03-29,Steglitz-Zehlendorf,414
2022-03-30,Steglitz-Zehlendorf,500
2022-03-31,Steglitz-Zehlendorf,481
2022-04-01,Steglitz-Zehlendorf,385
2022-04-02,Steglitz-Zehlendorf,6
2022-04-03,Steglitz-Zehlendorf,4
2022-04-04,Steglitz-Zehlendorf,473
2022-04-05,Steglitz-Zehlendorf,595
2022-04-06,Steglitz-Zehlendorf,332
2022-04-07,Steglitz-Zehlendorf,439
2022-04-08,Steglitz-Zehlendorf,376
2022-04-09,Steglitz-Zehlendorf,47
2022-04-10,Steglitz-Zehlendorf,26
2022-04-11,Steglitz-Zehlendorf,236
2022-04-12,Steglitz-Zehlendorf,340
2022-04-13,Steglitz-Zehlendorf,454
2022-04-14,Steglitz-Zehlendorf,348
2022-04-15,Steglitz-Zehlendorf,2
2022-04-16,Steglitz-Zehlendorf,2
2022-04-17,Steglitz-Zehlendorf,2
2022-04-18,Steglitz-Zehlendorf,1
2022-04-19,Steglitz-Zehlendorf,529
2022-04-20,Steglitz-Zehlendorf,339
2022-04-21,Steglitz-Zehlendorf,208
2022-04-22,Steglitz-Zehlendorf,196
2022-04-23,Steglitz-Zehlendorf,1
2022-04-24,Steglitz-Zehlendorf,1
2022-04-25,Steglitz-Zehlendorf,435
2022-04-26,Steglitz-Zehlendorf,252
2022-04-27,Steglitz-Zehlendorf,358
2022-04-28,Steglitz-Zehlendorf,380
2022-04-29,Steglitz-Zehlendorf,204
2022-04-30,Steglitz-Zehlendorf,4
2022-05-01,Steglitz-Zehlendorf,17
2022-05-02,Steglitz-Zehlendorf,237
2022-05-03,Steglitz-Zehlendorf,196
2022-05-04,Steglitz-Zehlendorf,246
2022-05-05,Steglitz-Zehlendorf,111
2022-05-06,Steglitz-Zehlendorf,101
2022-05-07,Steglitz-Zehlendorf,3
2022-05-08,Steglitz-Zehlendorf,2
2022-05-09,Steglitz-Zehlendorf,239
2022-05-10,Steglitz-Zehlendorf,289
2022-05-11,Steglitz-Zehlendorf,267
2022-05-12,Steglitz-Zehlendorf,205
2022-05-13,Steglitz-Zehlendorf,118
2022-05-14,Steglitz-Zehlendorf,8
2022-05-15,Steglitz-Zehlendorf,11
2022-05-16,Steglitz-Zehlendorf,221
2022-05-17,Steglitz-Zehlendorf,255
2022-05-18,Steglitz-Zehlendorf,119
2022-05-19,Steglitz-Zehlendorf,90
2022-05-20,Steglitz-Zehlendorf,169
2022-05-21,Steglitz-Zehlendorf,21
2022-05-22,Steglitz-Zehlendorf,0
2022-05-23,Steglitz-Zehlendorf,170
2022-05-24,Steglitz-Zehlendorf,149
2022-05-25,Steglitz-Zehlendorf,74
2022-05-26,Steglitz-Zehlendorf,1
2022-05-27,Steglitz-Zehlendorf,146
2022-05-28,Steglitz-Zehlendorf,17
2022-05-29,Steglitz-Zehlendorf,3
2022-05-30,Steglitz-Zehlendorf,132
2022-05-31,Steglitz-Zehlendorf,98
2022-06-01,Steglitz-Zehlendorf,147
2022-06-02,Steglitz-Zehlendorf,96
2022-06-03,Steglitz-Zehlendorf,108
2022-06-04,Steglitz-Zehlendorf,2
2022-06-05,Steglitz-Zehlendorf,11
2022-06-06,Steglitz-Zehlendorf,5
2022-06-07,Steglitz-Zehlendorf,293
2022-06-08,Steglitz-Zehlendorf,172
2022-06-09,Steglitz-Zehlendorf,117
2022-06-10,Steglitz-Zehlendorf,242
2022-06-11,Steglitz-Zehlendorf,6
2022-06-12,Steglitz-Zehlendorf,2
2022-06-13,Steglitz-Zehlendorf,261
2022-06-14,Steglitz-Zehlendorf,160
2022-06-15,Steglitz-Zehlendorf,154
2022-06-16,Steglitz-Zehlendorf,122
2022-06-17,Steglitz-Zehlendorf,285
2022-06-18,Steglitz-Zehlendorf,12
2022-06-19,Steglitz-Zehlendorf,4
2022-06-20,Steglitz-Zehlendorf,265
2022-06-21,Steglitz-Zehlendorf,237
2022-06-22,Steglitz-Zehlendorf,316
2022-06-23,Steglitz-Zehlendorf,277
2022-06-24,Steglitz-Zehlendorf,221
2022-06-25,Steglitz-Zehlendorf,9
2022-06-26,Steglitz-Zehlendorf,18
2022-06-27,Steglitz-Zehlendorf,455
2022-06-28,Steglitz-Zehlendorf,300
2022-06-29,Steglitz-Zehlendorf,402
2022-06-30,Steglitz-Zehlendorf,477
2022-07-01,Steglitz-Zehlendorf,350
2022-07-02,Steglitz-Zehlendorf,5
2022-07-03,Steglitz-Zehlendorf,4
2022-07-04,Steglitz-Zehlendorf,555
2022-07-05,Steglitz-Zehlendorf,248
2022-07-06,Steglitz-Zehlendorf,295
2022-07-07,Steglitz-Zehlendorf,263
2022-07-08,Steglitz-Zehlendorf,326
2022-07-09,Steglitz-Zehlendorf,1
2022-07-10,Steglitz-Zehlendorf,1
2022-07-11,Steglitz-Zehlendorf,387
2022-07-12,Steglitz-Zehlendorf,173
2022-07-13,Steglitz-Zehlendorf,335
2022-07-14,Steglitz-Zehlendorf,337
2022-07-15,Steglitz-Zehlendorf,278
2022-07-16,Steglitz-Zehlendorf,15
2022-07-17,Steglitz-Zehlendorf,2
2022-07-18,Steglitz-Zehlendorf,285
2022-07-19,Steglitz-Zehlendorf,216
2022-07-20,Steglitz-Zehlendorf,213
2022-07-21,Steglitz-Zehlendorf,321
2022-07-22,Steglitz-Zehlendorf,323
2022-07-23,Steglitz-Zehlendorf,1
2022-07-24,Steglitz-Zehlendorf,0
2022-07-25,Steglitz-Zehlendorf,249
2022-07-26,Steglitz-Zehlendorf,341
2022-07-27,Steglitz-Zehlendorf,265
2022-07-28,Steglitz-Zehlendorf,258
2022-07-29,Steglitz-Zehlendorf,155
2022-07-30,Steglitz-Zehlendorf,3
2022-07-31,Steglitz-Zehlendorf,0
2022-08-01,Steglitz-Zehlendorf,255
2022-08-02,Steglitz-Zehlendorf,219
2022-08-03,Steglitz-Zehlendorf,194
2022-08-04,Steglitz-Zehlendorf,175
2022-08-05,Steglitz-Zehlendorf,121
2022-08-06,Steglitz-Zehlendorf,0
2022-08-07,Steglitz-Zehlendorf,0
2022-08-08,Steglitz-Zehlendorf,122
2022-08-09,Steglitz-Zehlendorf,148
2022-08-10,Steglitz-Zehlendorf,137
2022-08-11,Steglitz-Zehlendorf,138
2022-08-12,Steglitz-Zehlendorf,95
2022-08-13,Steglitz-Zehlendorf,2
2022-08-14,Steglitz-Zehlendorf,0
2022-08-15,Steglitz-Zehlendorf,195
2022-08-16,Steglitz-Zehlendorf,115
2022-08-17,Steglitz-Zehlendorf,232
2022-08-18,Steglitz-Zehlendorf,89
2022-08-19,Steglitz-Zehlendorf,90
2022-08-20,Steglitz-Zehlendorf,0
2022-08-21,Steglitz-Zehlendorf,0
2022-08-22,Steglitz-Zehlendorf,120
2022-08-23,Steglitz-Zehlendorf,80
2022-08-24,Steglitz-Zehlendorf,280
2022-08-25,Steglitz-Zehlendorf,232
2022-08-26,Steglitz-Zehlendorf,156
2022-08-27,Steglitz-Zehlendorf,0
2022-08-28,Steglitz-Zehlendorf,0
2022-08-29,Steglitz-Zehlendorf,88
2020-03-03,Treptow-Koepenick,0
2020-03-04,Treptow-Koepenick,0
2020-03-05,Treptow-Koepenick,0
2020-03-06,Treptow-Koepenick,0
2020-03-07,Treptow-Koepenick,0
2020-03-08,Treptow-Koepenick,0
2020-03-09,Treptow-Koepenick,0
2020-03-10,Treptow-Koepenick,4
2020-03-11,Treptow-Koepenick,0
2020-03-12,Treptow-Koepenick,3
2020-03-13,Treptow-Koepenick,3
2020-03-14,Treptow-Koepenick,0
2020-03-15,Treptow-Koepenick,0
2020-03-16,Treptow-Koepenick,4
2020-03-17,Treptow-Koepenick,9
2020-03-18,Treptow-Koepenick,8
2020-03-19,Treptow-Koepenick,12
2020-03-20,Treptow-Koepenick,15
2020-03-21,Treptow-Koepenick,1
2020-03-22,Treptow-Koepenick,2
2020-03-23,Treptow-Koepenick,12
2020-03-24,Treptow-Koepenick,15
2020-03-25,Treptow-Koepenick,17
2020-03-26,Treptow-Koepenick,13
2020-03-27,Treptow-Koepenick,11
2020-03-28,Treptow-Koepenick,7
2020-03-29,Treptow-Koepenick,6
2020-03-30,Treptow-Koepenick,8
2020-03-31,Treptow-Koepenick,8
2020-04-01,Treptow-Koepenick,6
2020-04-02,Treptow-Koepenick,9
2020-04-03,Treptow-Koepenick,16
2020-04-04,Treptow-Koepenick,1
2020-04-05,Treptow-Koepenick,3
2020-04-06,Treptow-Koepenick,6
2020-04-07,Treptow-Koepenick,13
2020-04-08,Treptow-Koepenick,11
2020-04-09,Treptow-Koepenick,11
2020-04-10,Treptow-Koepenick,3
2020-04-11,Treptow-Koepenick,3
2020-04-12,Treptow-Koepenick,0
2020-04-13,Treptow-Koepenick,2
2020-04-14,Treptow-Koepenick,7
2020-04-15,Treptow-Koepenick,1
2020-04-16,Treptow-Koepenick,1
2020-04-17,Treptow-Koepenick,3
2020-04-18,Treptow-Koepenick,12
2020-04-19,Treptow-Koepenick,1
2020-04-20,Treptow-Koepenick,1
2020-04-21,Treptow-Koepenick,4
2020-04-22,Treptow-Koepenick,2
2020-04-23,Treptow-Koepenick,8
2020-04-24,Treptow-Koepenick,5
2020-04-25,Treptow-Koepenick,3
2020-04-26,Treptow-Koepenick,5
2020-04-27,Treptow-Koepenick,4
2020-04-28,Treptow-Koepenick,1
2020-04-29,Treptow-Koepenick,6
2020-04-30,Treptow-Koepenick,6
2020-05-01,Treptow-Koepenick,2
2020-05-02,Treptow-Koepenick,1
2020-05-03,Treptow-Koepenick,0
2020-05-04,Treptow-Koepenick,2
2020-05-05,Treptow-Koepenick,2
2020-05-06,Treptow-Koepenick,0
2020-05-07,Treptow-Koepenick,10
2020-05-08,Treptow-Koepenick,0
2020-05-09,Treptow-Koepenick,1
2020-05-10,Treptow-Koepenick,0
2020-05-11,Treptow-Koepenick,1
2020-05-12,Treptow-Koepenick,1
2020-05-13,Treptow-Koepenick,4
2020-05-14,Treptow-Koepenick,2
2020-05-15,Treptow-Koepenick,1
2020-05-16,Treptow-Koepenick,0
2020-05-17,Treptow-Koepenick,0
2020-05-18,Treptow-Koepenick,2
2020-05-19,Treptow-Koepenick,2
2020-05-20,Treptow-Koepenick,0
2020-05-21,Treptow-Koepenick,0
2020-05-22,Treptow-Koepenick,1
2020-05-23,Treptow-Koepenick,0
2020-05-24,Treptow-Koepenick,0
2020-05-25,Treptow-Koepenick,1
2020-05-26,Treptow-Koepenick,3
2020-05-27,Treptow-Koepenick,1
2020-05-28,Treptow-Koepenick,0
2020-05-29,Treptow-Koepenick,2
2020-05-30,Treptow-Koepenick,0
2020-05-31,Treptow-Koepenick,0
2020-06-01,Treptow-Koepenick,0
2020-06-02,Treptow-Koepenick,0
2020-06-03,Treptow-Koepenick,0
2020-06-04,Treptow-Koepenick,0
2020-06-05,Treptow-Koepenick,0
2020-06-06,Treptow-Koepenick,0
2020-06-07,Treptow-Koepenick,0
2020-06-08,Treptow-Koepenick,7
2020-06-09,Treptow-Koepenick,0
2020-06-10,Treptow-Koepenick,0
2020-06-11,Treptow-Koepenick,1
2020-06-12,Treptow-Koepenick,1
2020-06-13,Treptow-Koepenick,0
2020-06-14,Treptow-Koepenick,0
2020-06-15,Treptow-Koepenick,7
2020-06-16,Treptow-Koepenick,3
2020-06-17,Treptow-Koepenick,6
2020-06-18,Treptow-Koepenick,6
2020-06-19,Treptow-Koepenick,1
2020-06-20,Treptow-Koepenick,0
2020-06-21,Treptow-Koepenick,0
2020-06-22,Treptow-Koepenick,4
2020-06-23,Treptow-Koepenick,5
2020-06-24,Treptow-Koepenick,3
2020-06-25,Treptow-Koepenick,2
2020-06-26,Treptow-Koepenick,1
2020-06-27,Treptow-Koepenick,0
2020-06-28,Treptow-Koepenick,0
2020-06-29,Treptow-Koepenick,1
2020-06-30,Treptow-Koepenick,0
2020-07-01,Treptow-Koepenick,0
2020-07-02,Treptow-Koepenick,2
2020-07-03,Treptow-Koepenick,3
2020-07-04,Treptow-Koepenick,0
2020-07-05,Treptow-Koepenick,0
2020-07-06,Treptow-Koepenick,0
2020-07-07,Treptow-Koepenick,0
2020-07-08,Treptow-Koepenick,0
2020-07-09,Treptow-Koepenick,0
2020-07-10,Treptow-Koepenick,2
2020-07-11,Treptow-Koepenick,0
2020-07-12,Treptow-Koepenick,0
2020-07-13,Treptow-Koepenick,0
2020-07-14,Treptow-Koepenick,0
2020-07-15,Treptow-Koepenick,1
2020-07-16,Treptow-Koepenick,0
2020-07-17,Treptow-Koepenick,1
2020-07-18,Treptow-Koepenick,0
2020-07-19,Treptow-Koepenick,0
2020-07-20,Treptow-Koepenick,0
2020-07-21,Treptow-Koepenick,0
2020-07-22,Treptow-Koepenick,0
2020-07-23,Treptow-Koepenick,4
2020-07-24,Treptow-Koepenick,1
2020-07-25,Treptow-Koepenick,0
2020-07-26,Treptow-Koepenick,0
2020-07-27,Treptow-Koepenick,0
2020-07-28,Treptow-Koepenick,1
2020-07-29,Treptow-Koepenick,1
2020-07-30,Treptow-Koepenick,1
2020-07-31,Treptow-Koepenick,1
2020-08-01,Treptow-Koepenick,0
2020-08-02,Treptow-Koepenick,0
2020-08-03,Treptow-Koepenick,6
2020-08-04,Treptow-Koepenick,4
2020-08-05,Treptow-Koepenick,2
2020-08-06,Treptow-Koepenick,6
2020-08-07,Treptow-Koepenick,4
2020-08-08,Treptow-Koepenick,0
2020-08-09,Treptow-Koepenick,0
2020-08-10,Treptow-Koepenick,3
2020-08-11,Treptow-Koepenick,0
2020-08-12,Treptow-Koepenick,7
2020-08-13,Treptow-Koepenick,9
2020-08-14,Treptow-Koepenick,0
2020-08-15,Treptow-Koepenick,0
2020-08-16,Treptow-Koepenick,0
2020-08-17,Treptow-Koepenick,2
2020-08-18,Treptow-Koepenick,1
2020-08-19,Treptow-Koepenick,4
2020-08-20,Treptow-Koepenick,4
2020-08-21,Treptow-Koepenick,3
2020-08-22,Treptow-Koepenick,0
2020-08-23,Treptow-Koepenick,0
2020-08-24,Treptow-Koepenick,3
2020-08-25,Treptow-Koepenick,2
2020-08-26,Treptow-Koepenick,2
2020-08-27,Treptow-Koepenick,1
2020-08-28,Treptow-Koepenick,0
2020-08-29,Treptow-Koepenick,0
2020-08-30,Treptow-Koepenick,0
2020-08-31,Treptow-Koepenick,4
2020-09-01,Treptow-Koepenick,1
2020-09-02,Treptow-Koepenick,6
2020-09-03,Treptow-Koepenick,0
2020-09-04,Treptow-Koepenick,2
2020-09-05,Treptow-Koepenick,0
2020-09-06,Treptow-Koepenick,0
2020-09-07,Treptow-Koepenick,4
2020-09-08,Treptow-Koepenick,2
2020-09-09,Treptow-Koepenick,5
2020-09-10,Treptow-Koepenick,4
2020-09-11,Treptow-Koepenick,0
2020-09-12,Treptow-Koepenick,0
2020-09-13,Treptow-Koepenick,0
2020-09-14,Treptow-Koepenick,2
2020-09-15,Treptow-Koepenick,5
2020-09-16,Treptow-Koepenick,10
2020-09-17,Treptow-Koepenick,2
2020-09-18,Treptow-Koepenick,4
2020-09-19,Treptow-Koepenick,0
2020-09-20,Treptow-Koepenick,0
2020-09-21,Treptow-Koepenick,5
2020-09-22,Treptow-Koepenick,2
2020-09-23,Treptow-Koepenick,5
2020-09-24,Treptow-Koepenick,13
2020-09-25,Treptow-Koepenick,6
2020-09-26,Treptow-Koepenick,0
2020-09-27,Treptow-Koepenick,0
2020-09-28,Treptow-Koepenick,7
2020-09-29,Treptow-Koepenick,12
2020-09-30,Treptow-Koepenick,12
2020-10-01,Treptow-Koepenick,14
2020-10-02,Treptow-Koepenick,30
2020-10-03,Treptow-Koepenick,0
2020-10-04,Treptow-Koepenick,0
2020-10-05,Treptow-Koepenick,21
2020-10-06,Treptow-Koepenick,8
2020-10-07,Treptow-Koepenick,13
2020-10-08,Treptow-Koepenick,18
2020-10-09,Treptow-Koepenick,13
2020-10-10,Treptow-Koepenick,0
2020-10-11,Treptow-Koepenick,0
2020-10-12,Treptow-Koepenick,27
2020-10-13,Treptow-Koepenick,21
2020-10-14,Treptow-Koepenick,16
2020-10-15,Treptow-Koepenick,40
2020-10-16,Treptow-Koepenick,15
2020-10-17,Treptow-Koepenick,0
2020-10-18,Treptow-Koepenick,0
2020-10-19,Treptow-Koepenick,32
2020-10-20,Treptow-Koepenick,37
2020-10-21,Treptow-Koepenick,33
2020-10-22,Treptow-Koepenick,33
2020-10-23,Treptow-Koepenick,36
2020-10-24,Treptow-Koepenick,0
2020-10-25,Treptow-Koepenick,0
2020-10-26,Treptow-Koepenick,37
2020-10-27,Treptow-Koepenick,26
2020-10-28,Treptow-Koepenick,71
2020-10-29,Treptow-Koepenick,38
